id,flight_number,airline,departure_airport,arrival_airport,scheduled_departure,scheduled_arrival,aircraft,price
1326,AA500,American Airlines,DFW,ORD,2026-01-13T13:30:00,2026-01-13T19:35:59.895380,B787,607.23
1327,UA8708,United Airlines,BOS,ORD,2026-01-13T09:00:00,2026-01-13T12:10:21.524343,A321,352.7
1328,AA9784,American Airlines,JFK,LAX,2026-01-13T20:45:00,2026-01-14T00:00:25.580975,B737,817.03
1329,DL2856,Delta Air Lines,DEN,ATL,2026-01-13T08:45:00,2026-01-13T14:08:17.848958,B787,381.75
1330,AA484,American Airlines,BOS,DEN,2026-01-13T13:45:00,2026-01-13T17:01:57.346734,A321,651.0
1331,B61933,JetBlue,JFK,ATL,2026-01-13T20:30:00,2026-01-13T23:00:51.569343,B737,675.05
1332,AA8838,American Airlines,DFW,SFO,2026-01-13T11:45:00,2026-01-13T17:01:18.214434,B787,714.25
1333,DL3772,Delta Air Lines,DEN,MIA,2026-01-13T14:45:00,2026-01-13T17:06:27.488697,B738,898.72
1334,DL112,Delta Air Lines,SEA,BOS,2026-01-13T08:15:00,2026-01-13T11:24:07.266079,B737,615.33
1335,DL5669,Delta Air Lines,MIA,JFK,2026-01-13T13:15:00,2026-01-13T16:40:10.711709,B738,55.95
1336,B68688,JetBlue,MIA,SFO,2026-01-13T14:15:00,2026-01-13T16:59:19.280194,B737,928.48
1337,WN871,Southwest Airlines,JFK,SEA,2026-01-13T21:30:00,2026-01-14T00:48:36.203427,A321,848.56
1338,DL2200,Delta Air Lines,DEN,SFO,2026-01-13T14:30:00,2026-01-13T17:23:58.486719,B738,271.2
1339,UA9504,United Airlines,DFW,LAX,2026-01-13T22:30:00,2026-01-14T01:26:06.884064,A321,895.38
1340,UA6983,United Airlines,SFO,BOS,2026-01-13T07:45:00,2026-01-13T11:10:15.899422,A321,996.81
1341,B65242,JetBlue,JFK,MIA,2026-01-13T20:15:00,2026-01-13T22:40:56.711395,B738,759.22
1342,AA1103,American Airlines,ORD,ATL,2026-01-13T22:30:00,2026-01-14T04:14:27.643596,B787,925.52
1343,WN1159,Southwest Airlines,BOS,ORD,2026-01-13T18:30:00,2026-01-13T20:44:56.379751,A320,512.57
1344,B6746,JetBlue,SFO,MIA,2026-01-13T12:15:00,2026-01-13T15:42:35.775596,B738,472.04
1345,DL4203,Delta Air Lines,SEA,ORD,2026-01-13T09:00:00,2026-01-13T12:02:21.004802,B737,610.52
1346,UA1145,United Airlines,ORD,MIA,2026-01-13T21:15:00,2026-01-14T00:21:18.860274,A320,836.58
1347,AA9422,American Airlines,ORD,SFO,2026-01-13T16:45:00,2026-01-13T22:58:17.975949,B787,676.44
1348,DL4996,Delta Air Lines,LAX,DEN,2026-01-13T13:30:00,2026-01-13T16:26:12.103871,A320,131.94
1349,AA8339,American Airlines,DFW,LAX,2026-01-13T09:30:00,2026-01-13T12:45:00.808522,B738,692.7
1350,WN2014,Southwest Airlines,ORD,SFO,2026-01-13T17:45:00,2026-01-13T23:32:27.008842,B787,596.87
1351,B66164,JetBlue,DFW,SEA,2026-01-13T14:00:00,2026-01-13T19:33:36.287313,B787,873.33
1352,DL5621,Delta Air Lines,SEA,LAX,2026-01-13T10:30:00,2026-01-13T13:15:20.017325,B738,404.88
1353,AA7264,American Airlines,ORD,SFO,2026-01-13T19:30:00,2026-01-14T01:07:46.004108,B787,398.07
1354,B69429,JetBlue,ORD,SFO,2026-01-14T22:45:00,2026-01-15T01:04:37.864590,A320,878.38
1355,WN4415,Southwest Airlines,LAX,ORD,2026-01-14T13:45:00,2026-01-14T16:30:51.784382,A321,704.37
1356,DL9038,Delta Air Lines,SFO,BOS,2026-01-14T13:15:00,2026-01-14T16:12:14.036709,B737,849.35
1357,WN3175,Southwest Airlines,MIA,SEA,2026-01-14T13:15:00,2026-01-14T18:37:57.523954,B787,881.45
1358,B64829,JetBlue,DFW,BOS,2026-01-14T14:30:00,2026-01-14T16:45:54.739965,A320,563.19
1359,AA2184,American Airlines,ATL,DEN,2026-01-14T06:30:00,2026-01-14T09:20:44.582106,B737,430.63
1360,AA4275,American Airlines,BOS,ATL,2026-01-14T20:30:00,2026-01-14T23:33:47.308334,B738,285.16
1361,UA8650,United Airlines,DEN,LAX,2026-01-14T13:15:00,2026-01-14T15:36:39.904622,B737,904.98
1362,WN4774,Southwest Airlines,LAX,JFK,2026-01-14T19:30:00,2026-01-14T22:12:54.194881,B737,909.27
1363,AA2346,American Airlines,DEN,JFK,2026-01-14T09:30:00,2026-01-14T15:24:08.081194,B787,88.45
1364,AA6706,American Airlines,JFK,SFO,2026-01-14T16:15:00,2026-01-14T18:45:06.562031,A321,513.3
1365,DL4586,Delta Air Lines,DEN,ORD,2026-01-14T20:30:00,2026-01-14T22:44:06.209043,B737,679.62
1366,AA8502,American Airlines,MIA,SFO,2026-01-14T06:30:00,2026-01-14T08:41:36.901012,A320,714.85
1367,UA1339,United Airlines,JFK,BOS,2026-01-14T15:45:00,2026-01-14T21:03:27.841273,B787,430.68
1368,UA3969,United Airlines,DFW,SEA,2026-01-14T15:00:00,2026-01-14T21:03:21.248472,B787,580.59
1369,WN1076,Southwest Airlines,LAX,ORD,2026-01-14T14:15:00,2026-01-14T16:26:50.175678,B737,141.12
1370,WN5969,Southwest Airlines,DEN,SEA,2026-01-14T07:45:00,2026-01-14T10:36:28.397406,B737,927.99
1371,B67312,JetBlue,BOS,ATL,2026-01-14T10:30:00,2026-01-14T13:24:41.986854,B738,911.14
1372,DL596,Delta Air Lines,LAX,ORD,2026-01-14T06:45:00,2026-01-14T09:03:32.657900,B737,707.94
1373,WN8155,Southwest Airlines,DFW,ORD,2026-01-14T09:15:00,2026-01-14T12:41:11.764148,A321,113.66
1374,B68826,JetBlue,SEA,LAX,2026-01-14T10:45:00,2026-01-14T13:32:01.321821,A320,533.09
1375,B62577,JetBlue,DFW,BOS,2026-01-14T15:45:00,2026-01-14T17:48:53.294581,B737,436.16
1376,WN7978,Southwest Airlines,MIA,ORD,2026-01-14T18:15:00,2026-01-15T00:16:38.044249,B787,743.85
1377,UA1013,United Airlines,SEA,DFW,2026-01-14T09:45:00,2026-01-14T15:30:26.664755,B787,832.96
1378,B61136,JetBlue,ATL,SFO,2026-01-14T14:00:00,2026-01-14T16:45:14.670384,B737,303.32
1379,B62045,JetBlue,BOS,SEA,2026-01-14T05:00:00,2026-01-14T08:21:44.513675,B738,398.37
1380,B65732,JetBlue,LAX,JFK,2026-01-14T21:15:00,2026-01-15T00:17:45.225784,B737,215.85
1381,UA192,United Airlines,DFW,SFO,2026-01-14T20:45:00,2026-01-14T23:16:26.882315,B738,906.14
1382,AA2896,American Airlines,ORD,JFK,2026-01-14T15:30:00,2026-01-14T20:51:27.782629,B787,973.61
1383,UA6361,United Airlines,BOS,ATL,2026-01-14T15:15:00,2026-01-14T18:35:54.842000,B738,726.92
1384,WN2142,Southwest Airlines,BOS,SFO,2026-01-14T18:00:00,2026-01-14T20:17:07.431708,B737,599.13
1385,WN1186,Southwest Airlines,ATL,ORD,2026-01-14T22:30:00,2026-01-15T01:27:12.567310,A320,994.07
1386,DL9809,Delta Air Lines,DEN,LAX,2026-01-14T14:45:00,2026-01-14T17:41:05.022663,A321,999.71
1387,WN7028,Southwest Airlines,JFK,DFW,2026-01-14T08:15:00,2026-01-14T11:27:30.471501,A321,232.97
1388,B6474,JetBlue,SFO,BOS,2026-01-14T19:15:00,2026-01-14T21:56:50.309868,A320,702.45
1389,UA7490,United Airlines,ORD,JFK,2026-01-14T18:30:00,2026-01-14T20:59:20.108071,A320,419.76
1390,UA9210,United Airlines,SFO,DFW,2026-01-14T23:30:00,2026-01-15T01:35:05.542851,A320,962.01
1391,B62298,JetBlue,SFO,JFK,2026-01-14T20:00:00,2026-01-14T22:01:56.023296,B737,186.88
1392,AA7829,American Airlines,ORD,SFO,2026-01-14T11:30:00,2026-01-14T17:44:39.343299,B787,101.44
1393,WN9072,Southwest Airlines,SEA,ORD,2026-01-14T21:30:00,2026-01-15T01:17:44.912980,A321,575.9
1394,DL1479,Delta Air Lines,DEN,ATL,2026-01-14T11:00:00,2026-01-14T14:43:54.622726,A321,181.26
1395,UA6968,United Airlines,SFO,DFW,2026-01-14T06:30:00,2026-01-14T08:54:48.481500,A320,133.66
1396,DL2684,Delta Air Lines,SFO,DFW,2026-01-14T21:30:00,2026-01-15T00:10:41.874173,A320,886.62
1397,UA5834,United Airlines,LAX,SEA,2026-01-14T12:00:00,2026-01-14T14:43:04.366881,B738,536.07
1398,DL856,Delta Air Lines,ATL,LAX,2026-01-14T17:30:00,2026-01-14T20:13:54.499642,B738,597.34
1399,UA2299,United Airlines,DEN,JFK,2026-01-15T09:00:00,2026-01-15T12:02:00.727736,B737,867.95
1400,DL6874,Delta Air Lines,ATL,JFK,2026-01-15T08:30:00,2026-01-15T11:57:52.662893,B738,363.43
1401,B66665,JetBlue,MIA,BOS,2026-01-15T21:00:00,2026-01-16T00:28:52.619267,B738,297.16
1402,WN6823,Southwest Airlines,DFW,MIA,2026-01-15T06:45:00,2026-01-15T12:33:09.487741,B787,398.94
1403,AA9070,American Airlines,ORD,ATL,2026-01-15T11:45:00,2026-01-15T15:13:51.563083,B738,900.85
1404,DL1817,Delta Air Lines,DFW,MIA,2026-01-15T18:30:00,2026-01-15T22:13:21.806251,A321,220.45
1405,B69581,JetBlue,LAX,BOS,2026-01-15T09:30:00,2026-01-15T12:03:00.732374,B737,969.92
1406,AA2663,American Airlines,LAX,MIA,2026-01-15T12:00:00,2026-01-15T14:13:04.908772,A320,491.09
1407,AA2849,American Airlines,JFK,ORD,2026-01-15T16:15:00,2026-01-15T18:31:52.171250,B738,976.11
1408,B65145,JetBlue,DEN,ORD,2026-01-15T19:30:00,2026-01-15T22:26:53.331812,B738,96.3
1409,B69552,JetBlue,MIA,DFW,2026-01-15T06:30:00,2026-01-15T09:49:44.651645,A321,275.31
1410,B63393,JetBlue,MIA,ORD,2026-01-15T23:30:00,2026-01-16T02:02:14.441018,B737,859.49
1411,AA867,American Airlines,MIA,SFO,2026-01-15T15:15:00,2026-01-15T17:44:09.955659,A320,467.2
1412,B66663,JetBlue,BOS,ATL,2026-01-15T11:15:00,2026-01-15T13:45:04.621573,A320,927.38
1413,UA8173,United Airlines,ATL,BOS,2026-01-15T12:30:00,2026-01-15T14:32:41.268447,B737,902.4
1414,AA880,American Airlines,JFK,MIA,2026-01-15T14:00:00,2026-01-15T16:58:56.217062,A320,617.52
1415,WN8258,Southwest Airlines,DEN,MIA,2026-01-15T10:15:00,2026-01-15T13:32:00.127437,B738,658.79
1416,UA9451,United Airlines,ATL,DEN,2026-01-15T09:00:00,2026-01-15T11:48:17.416624,B738,864.44
1417,DL5179,Delta Air Lines,DEN,BOS,2026-01-15T08:15:00,2026-01-15T11:07:41.959178,A321,503.6
1418,UA1636,United Airlines,ATL,SEA,2026-01-15T10:45:00,2026-01-15T16:16:52.364374,B787,542.26
1419,WN8286,Southwest Airlines,SEA,BOS,2026-01-15T23:30:00,2026-01-16T02:08:17.544153,B737,764.44
1420,B6355,JetBlue,ORD,DEN,2026-01-15T17:00:00,2026-01-15T20:45:44.651028,A321,887.9
1421,B67857,JetBlue,DEN,DFW,2026-01-15T06:30:00,2026-01-15T09:16:34.102516,A321,592.92
1422,WN5714,Southwest Airlines,JFK,DFW,2026-01-15T11:30:00,2026-01-15T13:45:36.791074,B738,343.28
1423,WN9123,Southwest Airlines,MIA,DFW,2026-01-15T21:00:00,2026-01-16T02:30:36.761121,B787,553.7
1424,WN6558,Southwest Airlines,JFK,ORD,2026-01-15T10:45:00,2026-01-15T13:29:47.589265,A321,930.17
1425,WN4679,Southwest Airlines,DFW,ATL,2026-01-15T08:45:00,2026-01-15T11:15:40.279028,A321,824.98
1426,UA8852,United Airlines,DFW,DEN,2026-01-15T12:45:00,2026-01-15T15:47:58.450430,B738,446.39
1427,B64298,JetBlue,DFW,SEA,2026-01-15T22:30:00,2026-01-16T01:48:12.992645,A321,651.72
1428,DL2144,Delta Air Lines,DEN,DFW,2026-01-15T10:15:00,2026-01-15T13:04:50.804749,B737,967.45
1429,B61630,JetBlue,DFW,JFK,2026-01-15T22:15:00,2026-01-16T01:03:38.118205,B738,626.69
1430,B66225,JetBlue,SEA,SFO,2026-01-15T15:45:00,2026-01-15T18:29:42.841045,A321,434.54
1431,AA8475,American Airlines,DFW,LAX,2026-01-15T21:30:00,2026-01-16T02:35:08.636068,B787,377.45
1432,WN4917,Southwest Airlines,LAX,ATL,2026-01-15T09:45:00,2026-01-15T13:15:08.331831,A321,500.34
1433,DL5041,Delta Air Lines,JFK,ORD,2026-01-15T23:30:00,2026-01-16T02:26:20.493842,B737,520.46
1434,WN4781,Southwest Airlines,BOS,SEA,2026-01-15T17:30:00,2026-01-15T23:19:59.490166,B787,520.31
1435,B62662,JetBlue,ORD,BOS,2026-01-15T20:00:00,2026-01-15T22:55:10.814474,B738,758.68
1436,B61452,JetBlue,ORD,LAX,2026-01-15T19:15:00,2026-01-15T21:43:14.882615,B738,473.58
1437,DL7045,Delta Air Lines,ATL,LAX,2026-01-15T07:00:00,2026-01-15T10:14:53.361985,B737,104.17
1438,UA1589,United Airlines,DFW,SFO,2026-01-15T16:00:00,2026-01-15T19:09:36.202684,B738,156.2
1439,AA5099,American Airlines,ORD,DEN,2026-01-15T22:45:00,2026-01-16T01:54:39.691949,B738,939.39
1440,AA4493,American Airlines,ATL,DFW,2026-01-15T22:00:00,2026-01-16T00:38:55.974818,A321,383.11
1441,WN4612,Southwest Airlines,SEA,BOS,2026-01-15T22:30:00,2026-01-16T00:39:13.615151,B737,856.2
1442,B66149,JetBlue,LAX,ORD,2026-01-15T09:00:00,2026-01-15T11:24:43.826232,A320,448.0
1443,B61482,JetBlue,DEN,DFW,2026-01-15T17:30:00,2026-01-15T21:14:23.147698,A321,390.39
1444,DL1771,Delta Air Lines,ORD,MIA,2026-01-15T23:15:00,2026-01-16T01:31:45.509708,A320,261.99
1445,AA3885,American Airlines,LAX,ATL,2026-01-15T13:30:00,2026-01-15T19:40:09.421419,B787,744.44
1446,B6423,JetBlue,MIA,ATL,2026-01-15T13:15:00,2026-01-15T18:40:24.049943,B787,993.19
1447,B67282,JetBlue,SEA,LAX,2026-01-15T19:00:00,2026-01-15T22:11:09.544739,B738,306.79
1448,UA6643,United Airlines,SEA,JFK,2026-01-15T20:45:00,2026-01-15T23:10:25.474543,B738,661.47
1449,AA6054,American Airlines,ORD,LAX,2026-01-15T09:00:00,2026-01-15T11:30:57.488317,A321,958.33
1450,AA4227,American Airlines,SFO,DEN,2026-01-15T08:45:00,2026-01-15T13:59:46.111481,B787,535.93
1451,AA8972,American Airlines,DEN,BOS,2026-01-15T10:30:00,2026-01-15T13:09:14.273338,A321,905.82
1452,WN9908,Southwest Airlines,ATL,ORD,2026-01-15T21:45:00,2026-01-16T00:47:49.971117,B737,241.95
1453,WN2827,Southwest Airlines,JFK,ATL,2026-01-15T21:00:00,2026-01-15T23:24:03.213446,A320,369.65
1454,DL8677,Delta Air Lines,MIA,LAX,2026-01-15T17:00:00,2026-01-15T20:06:55.516414,B738,485.74
1455,UA4040,United Airlines,JFK,DFW,2026-01-15T09:15:00,2026-01-15T12:02:18.039912,B737,451.14
1456,AA2532,American Airlines,SEA,MIA,2026-01-15T10:15:00,2026-01-15T12:47:11.558603,A321,630.14
1457,UA1567,United Airlines,SFO,DEN,2026-01-15T12:45:00,2026-01-15T16:27:49.473985,A321,250.98
1458,WN7195,Southwest Airlines,MIA,DEN,2026-01-15T23:45:00,2026-01-16T05:58:36.838085,B787,419.61
1459,WN745,Southwest Airlines,ATL,DFW,2026-01-15T21:15:00,2026-01-15T23:15:41.392849,A320,994.93
1460,UA1811,United Airlines,ATL,DFW,2026-01-15T14:15:00,2026-01-15T16:45:44.093300,B737,377.64
1461,DL3077,Delta Air Lines,SFO,SEA,2026-01-16T19:15:00,2026-01-16T21:30:19.516660,B738,820.7
1462,UA8753,United Airlines,JFK,DFW,2026-01-16T11:30:00,2026-01-16T14:46:22.384922,B737,563.9
1463,UA4671,United Airlines,DEN,ORD,2026-01-16T22:45:00,2026-01-17T01:32:03.202309,B738,949.07
1464,AA8901,American Airlines,LAX,DFW,2026-01-16T20:45:00,2026-01-17T00:13:14.752104,A321,306.13
1465,B62677,JetBlue,DFW,MIA,2026-01-16T08:45:00,2026-01-16T14:57:05.954944,B787,405.89
1466,DL6772,Delta Air Lines,SEA,DFW,2026-01-16T21:30:00,2026-01-16T23:40:38.146652,B737,738.11
1467,AA8443,American Airlines,DEN,DFW,2026-01-16T09:00:00,2026-01-16T14:38:29.041035,B787,493.92
1468,UA7021,United Airlines,BOS,ORD,2026-01-16T18:45:00,2026-01-16T22:07:49.617729,A321,639.73
1469,WN2379,Southwest Airlines,ATL,DEN,2026-01-16T19:45:00,2026-01-16T22:48:33.218757,B737,839.28
1470,B65623,JetBlue,SFO,MIA,2026-01-16T21:15:00,2026-01-17T00:15:58.329296,A320,420.07
1471,AA3629,American Airlines,ORD,BOS,2026-01-16T05:15:00,2026-01-16T08:23:32.599622,B737,239.65
1472,UA9629,United Airlines,ATL,SFO,2026-01-16T21:45:00,2026-01-17T03:48:09.331374,B787,613.81
1473,AA792,American Airlines,SEA,DFW,2026-01-16T23:45:00,2026-01-17T02:39:26.949889,B738,287.25
1474,AA354,American Airlines,BOS,JFK,2026-01-16T15:45:00,2026-01-16T17:49:44.378245,B737,926.67
1475,DL4357,Delta Air Lines,DFW,DEN,2026-01-16T12:00:00,2026-01-16T15:00:43.516126,B738,100.14
1476,UA1880,United Airlines,ATL,BOS,2026-01-16T17:45:00,2026-01-16T21:13:53.876863,A321,899.48
1477,UA5238,United Airlines,JFK,ATL,2026-01-16T09:30:00,2026-01-16T15:40:01.459989,B787,609.91
1478,UA6650,United Airlines,DFW,SFO,2026-01-16T11:15:00,2026-01-16T13:55:17.671701,A321,629.53
1479,AA9687,American Airlines,MIA,DEN,2026-01-16T22:30:00,2026-01-17T02:17:08.707887,A321,118.08
1480,DL4315,Delta Air Lines,ATL,BOS,2026-01-16T11:00:00,2026-01-16T13:42:29.421091,A320,292.4
1481,WN9051,Southwest Airlines,DEN,JFK,2026-01-16T08:15:00,2026-01-16T11:19:29.149453,B738,526.56
1482,WN5549,Southwest Airlines,BOS,DFW,2026-01-16T22:45:00,2026-01-17T01:31:34.412280,A320,889.19
1483,DL456,Delta Air Lines,LAX,JFK,2026-01-16T12:45:00,2026-01-16T16:29:31.413621,A321,791.1
1484,WN6874,Southwest Airlines,SEA,MIA,2026-01-16T14:15:00,2026-01-16T17:04:14.651308,A320,122.5
1485,WN2828,Southwest Airlines,ORD,JFK,2026-01-16T10:00:00,2026-01-16T12:50:18.191914,A321,735.0
1486,WN912,Southwest Airlines,ORD,LAX,2026-01-16T18:00:00,2026-01-16T20:43:55.350163,B738,628.22
1487,UA3923,United Airlines,ATL,SEA,2026-01-16T20:30:00,2026-01-16T22:34:13.937343,A320,472.92
1488,DL6716,Delta Air Lines,BOS,DEN,2026-01-16T17:30:00,2026-01-16T20:34:19.436465,B738,781.9
1489,AA2225,American Airlines,ATL,ORD,2026-01-16T06:45:00,2026-01-16T09:01:15.889476,A320,118.13
1490,B68369,JetBlue,ATL,DEN,2026-01-16T12:15:00,2026-01-16T15:24:16.379580,B737,813.67
1491,UA717,United Airlines,DFW,DEN,2026-01-16T14:45:00,2026-01-16T17:48:16.335390,A321,997.04
1492,AA2766,American Airlines,DFW,MIA,2026-01-16T15:15:00,2026-01-16T18:08:33.259719,A321,601.25
1493,B61385,JetBlue,ATL,LAX,2026-01-16T09:15:00,2026-01-16T11:21:22.152939,A320,298.95
1494,DL5440,Delta Air Lines,DEN,DFW,2026-01-16T19:30:00,2026-01-17T01:02:23.163730,B787,716.55
1495,DL358,Delta Air Lines,DFW,MIA,2026-01-16T12:15:00,2026-01-16T15:28:13.564916,A321,690.32
1496,DL8423,Delta Air Lines,BOS,DEN,2026-01-16T12:00:00,2026-01-16T14:57:47.502717,B737,547.27
1497,B68122,JetBlue,LAX,ATL,2026-01-16T09:00:00,2026-01-16T14:33:15.240899,B787,131.64
1498,UA4240,United Airlines,MIA,DFW,2026-01-16T18:45:00,2026-01-17T01:02:09.696311,B787,427.58
1499,DL5619,Delta Air Lines,SEA,SFO,2026-01-16T09:30:00,2026-01-16T14:52:22.913683,B787,534.84
1500,UA7228,United Airlines,MIA,ATL,2026-01-16T15:30:00,2026-01-16T17:34:57.096208,A320,727.58
1501,B69081,JetBlue,SEA,LAX,2026-01-16T21:45:00,2026-01-17T01:03:48.030979,A321,470.21
1502,UA4104,United Airlines,MIA,ATL,2026-01-16T18:30:00,2026-01-16T21:48:15.276595,A321,979.93
1503,UA6699,United Airlines,MIA,SFO,2026-01-16T17:00:00,2026-01-16T19:23:50.274203,B737,95.99
1504,WN627,Southwest Airlines,ATL,ORD,2026-01-16T22:30:00,2026-01-17T00:38:35.833642,A320,680.65
1505,AA6607,American Airlines,SEA,DFW,2026-01-16T15:00:00,2026-01-16T18:11:45.043317,A320,200.94
1506,UA6898,United Airlines,ORD,DFW,2026-01-16T15:45:00,2026-01-16T21:09:41.391243,B787,803.58
1507,B67365,JetBlue,BOS,JFK,2026-01-16T13:45:00,2026-01-16T16:48:36.821436,A321,296.23
1508,AA5625,American Airlines,JFK,DEN,2026-01-16T07:45:00,2026-01-16T10:31:07.866152,B737,64.32
1509,AA3511,American Airlines,DFW,ORD,2026-01-16T08:00:00,2026-01-16T13:04:36.241671,B787,945.61
1510,AA3442,American Airlines,JFK,BOS,2026-01-16T10:30:00,2026-01-16T13:37:59.709297,A320,592.65
1511,AA7559,American Airlines,DFW,SFO,2026-01-16T22:00:00,2026-01-17T00:25:16.364026,B737,522.9
1512,B61524,JetBlue,LAX,MIA,2026-01-16T21:45:00,2026-01-17T03:40:59.697447,B787,409.75
1513,WN7962,Southwest Airlines,ATL,DEN,2026-01-16T19:30:00,2026-01-17T01:45:53.673521,B787,239.22
1514,AA8711,American Airlines,BOS,JFK,2026-01-16T09:30:00,2026-01-16T12:30:28.171649,B738,755.8
1515,WN2010,Southwest Airlines,MIA,BOS,2026-01-16T06:45:00,2026-01-16T09:56:23.826786,A320,282.72
1516,DL7015,Delta Air Lines,ORD,SEA,2026-01-16T18:15:00,2026-01-16T21:29:07.105298,A321,591.58
1517,DL6738,Delta Air Lines,SEA,DFW,2026-01-16T07:15:00,2026-01-16T13:00:04.905206,B787,306.53
1518,DL1644,Delta Air Lines,DEN,BOS,2026-01-16T06:45:00,2026-01-16T09:56:04.328290,B738,688.08
1519,DL5319,Delta Air Lines,SEA,SFO,2026-01-16T23:15:00,2026-01-17T01:51:30.704317,B738,848.56
1520,AA5751,American Airlines,DFW,BOS,2026-01-17T23:30:00,2026-01-18T01:49:15.284254,A320,115.91
1521,B69858,JetBlue,ATL,LAX,2026-01-17T20:15:00,2026-01-17T23:11:01.117680,A321,813.69
1522,DL1085,Delta Air Lines,DFW,MIA,2026-01-17T15:15:00,2026-01-17T21:14:20.248488,B787,706.84
1523,WN4757,Southwest Airlines,SEA,LAX,2026-01-17T17:30:00,2026-01-17T20:40:01.200706,A320,831.82
1524,DL1659,Delta Air Lines,BOS,ATL,2026-01-17T14:30:00,2026-01-17T17:19:18.959816,A321,358.7
1525,UA4405,United Airlines,MIA,DEN,2026-01-17T13:15:00,2026-01-17T15:44:34.732161,B737,517.67
1526,WN7061,Southwest Airlines,LAX,SFO,2026-01-17T16:00:00,2026-01-17T18:21:38.798722,B737,807.81
1527,DL9243,Delta Air Lines,SFO,LAX,2026-01-17T19:00:00,2026-01-17T22:16:06.788602,B738,191.41
1528,DL3351,Delta Air Lines,ATL,DFW,2026-01-17T12:45:00,2026-01-17T15:48:22.074181,B737,119.63
1529,WN4933,Southwest Airlines,ORD,DFW,2026-01-17T14:15:00,2026-01-17T17:24:26.846850,A320,561.44
1530,AA6560,American Airlines,SFO,DEN,2026-01-17T05:30:00,2026-01-17T07:31:04.773286,B737,192.9
1531,WN7160,Southwest Airlines,LAX,ORD,2026-01-17T10:15:00,2026-01-17T15:54:26.275114,B787,681.38
1532,B62186,JetBlue,JFK,DEN,2026-01-17T15:00:00,2026-01-17T18:02:24.138207,A321,867.86
1533,AA2848,American Airlines,ATL,SFO,2026-01-17T08:15:00,2026-01-17T13:45:23.592317,B787,92.64
1534,DL6517,Delta Air Lines,DFW,SFO,2026-01-17T16:30:00,2026-01-17T18:31:00.975123,A320,332.45
1535,AA8530,American Airlines,MIA,LAX,2026-01-17T18:00:00,2026-01-17T23:32:20.994780,B787,53.39
1536,AA1566,American Airlines,SEA,ATL,2026-01-17T12:30:00,2026-01-17T15:08:30.511420,B737,790.05
1537,WN1399,Southwest Airlines,DEN,JFK,2026-01-17T15:15:00,2026-01-17T21:24:57.076005,B787,703.8
1538,WN7269,Southwest Airlines,SEA,DFW,2026-01-17T07:00:00,2026-01-17T09:41:17.088263,A320,147.37
1539,WN2947,Southwest Airlines,SFO,JFK,2026-01-17T13:45:00,2026-01-17T19:50:06.654973,B787,129.91
1540,DL978,Delta Air Lines,MIA,SEA,2026-01-17T06:15:00,2026-01-17T08:40:05.373478,B737,992.5
1541,AA8252,American Airlines,SEA,LAX,2026-01-17T11:15:00,2026-01-17T14:17:41.551729,A320,469.51
1542,WN1445,Southwest Airlines,SEA,LAX,2026-01-17T12:15:00,2026-01-17T15:12:32.537503,A320,872.28
1543,UA540,United Airlines,SEA,ORD,2026-01-17T12:45:00,2026-01-17T15:21:00.965818,A320,678.71
1544,WN7972,Southwest Airlines,ORD,JFK,2026-01-17T06:45:00,2026-01-17T09:16:38.478336,A321,142.11
1545,AA4932,American Airlines,DEN,SFO,2026-01-17T18:15:00,2026-01-17T21:15:40.888281,B738,85.6
1546,AA2133,American Airlines,DEN,ATL,2026-01-17T22:45:00,2026-01-18T02:05:47.030424,B738,946.61
1547,WN1250,Southwest Airlines,SEA,ORD,2026-01-17T11:00:00,2026-01-17T13:10:59.795653,A320,670.07
1548,UA5488,United Airlines,ATL,ORD,2026-01-17T17:00:00,2026-01-17T20:40:32.281240,A321,380.14
1549,UA7872,United Airlines,SFO,MIA,2026-01-17T20:00:00,2026-01-17T22:14:14.830664,B737,992.66
1550,UA9823,United Airlines,SFO,LAX,2026-01-17T09:30:00,2026-01-17T11:58:12.779285,B738,318.97
1551,AA9218,American Airlines,ATL,SEA,2026-01-17T11:30:00,2026-01-17T13:58:00.340977,A320,316.31
1552,UA9180,United Airlines,SFO,JFK,2026-01-17T14:00:00,2026-01-17T16:07:18.360011,A320,165.74
1553,UA2505,United Airlines,JFK,SFO,2026-01-17T23:15:00,2026-01-18T01:49:26.375381,B737,817.08
1554,B61021,JetBlue,DFW,MIA,2026-01-17T09:00:00,2026-01-17T15:03:22.191120,B787,772.8
1555,DL8029,Delta Air Lines,SFO,SEA,2026-01-17T17:45:00,2026-01-17T23:52:30.586345,B787,866.17
1556,AA4769,American Airlines,DFW,JFK,2026-01-17T08:45:00,2026-01-17T11:40:32.352216,B737,596.61
1557,WN9335,Southwest Airlines,JFK,ATL,2026-01-17T18:45:00,2026-01-17T21:30:24.501186,A320,87.34
1558,WN638,Southwest Airlines,MIA,BOS,2026-01-17T23:30:00,2026-01-18T01:41:16.102423,B737,425.23
1559,WN4178,Southwest Airlines,JFK,SEA,2026-01-17T17:30:00,2026-01-17T19:56:26.850799,A320,498.84
1560,DL7668,Delta Air Lines,DFW,ORD,2026-01-18T22:15:00,2026-01-19T00:19:31.981641,B737,463.06
1561,DL1938,Delta Air Lines,BOS,ATL,2026-01-18T07:45:00,2026-01-18T10:34:40.111022,A320,652.93
